Aalborg	Aalborg	subst:sg:nom:m3	
Aalborgiem	Aalborg	subst:sg:inst:m3	
Aalborgowi	Aalborg	subst:sg:dat:m3	
Aalborgu	Aalborg	subst:sg:gen:m3	
Aalborgu	Aalborg	subst:sg:loc:m3	
Aalborgu	Aalborg	subst:sg:voc:m3	
AAP	AAP	subst:pl:acc:f	własna
AAP	AAP	subst:pl:dat:f	własna
AAP	AAP	subst:pl:gen:f	własna
AAP	AAP	subst:pl:inst:f	własna
AAP	AAP	subst:pl:loc:f	własna
AAP	AAP	subst:pl:nom:f	własna
AAP	AAP	subst:pl:voc:f	własna
AAP	AAP	subst:sg:acc:f	własna
AAP	AAP	subst:sg:dat:f	własna
AAP	AAP	subst:sg:gen:f	własna
AAP	AAP	subst:sg:inst:f	własna
AAP	AAP	subst:sg:loc:f	własna
AAP	AAP	subst:sg:nom:f	własna
AAP	AAP	subst:sg:voc:f	własna
Aar	Aar	subst:sg:acc:m3	
Aar	Aar	subst:sg:nom:m3	
Aarem	Aar	subst:sg:inst:m3	
Aarowi	Aar	subst:sg:dat:m3	
Aaru	Aar	subst:sg:gen:m3	
Aarze	Aar	subst:sg:loc:m3	
Aarze	Aar	subst:sg:voc:m3	
Aara	Aara	subst:sg:nom:f	geograficzna
Aarą	Aara	subst:sg:inst:f	geograficzna
Aarę	Aara	subst:sg:acc:f	geograficzna
Aaro	Aara	subst:sg:voc:f	geograficzna
Aary	Aara	subst:sg:gen:f	geograficzna
Aarze	Aara	subst:sg:dat:f	geograficzna
Aarze	Aara	subst:sg:loc:f	geograficzna
Aaron	Aaron	subst:sg:nom:m1	imię
Aarona	Aaron	subst:sg:acc:m1	imię
Aarona	Aaron	subst:sg:gen:m1	imię
Aaronach	Aaron	subst:pl:loc:m1	imię
Aaronami	Aaron	subst:pl:inst:m1	imię
Aaronem	Aaron	subst:sg:inst:m1	imię
Aaroni	Aaron	subst:pl:nom:m1	imię
Aaroni	Aaron	subst:pl:voc:m1	imię
Aaronie	Aaron	subst:sg:loc:m1	imię
Aaronie	Aaron	subst:sg:voc:m1	imię
Aaronom	Aaron	subst:pl:dat:m1	imię
Aaronowi	Aaron	subst:sg:dat:m1	imię
Aaronowie	Aaron	subst:pl:nom:m1	imię
Aaronowie	Aaron	subst:pl:voc:m1	imię
Aaronów	Aaron	subst:pl:acc:m1	imię
Aaronów	Aaron	subst:pl:gen:m1	imię
Aarony	Aaron	depr:pl:nom:m2	imię
Aarony	Aaron	depr:pl:voc:m2	imię
aaronowe	aaronowy	adj:sg:acc:n1.n2:pos	pospolita
aaronowe	aaronowy	adj:sg:nom.voc:n1.n2:pos	pospolita
aaronowego	aaronowy	adj:sg:acc:m1.m2:pos	pospolita
aaronowego	aaronowy	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
aaronowej	aaronowy	adj:sg:dat:f:pos	pospolita
aaronowej	aaronowy	adj:sg:gen:f:pos	pospolita
aaronowej	aaronowy	adj:sg:loc:f:pos	pospolita
aaronowemu	aaronowy	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
aaronowi	aaronowy	adj:pl:nom.voc:m1.p1:pos	pospolita
aaronowo	aaronowy	adja	pospolita
aaronowy	aaronowy	adj:sg:acc:m3:pos	pospolita
aaronowy	aaronowy	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
aaronowych	aaronowy	adj:pl:acc:m1.p1:pos	pospolita
aaronowych	aaronowy	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
aaronowych	aaronowy	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
aaronowym	aaronowy	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
aaronowym	aaronowy	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
aaronowym	aaronowy	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
aaronowymi	aaronowy	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
aaronowa	aaronowy	adj:sg:nom.voc:f:pos	pospolita
aaronową	aaronowy	adj:sg:acc:f:pos	pospolita
aaronową	aaronowy	adj:sg:inst:f:pos	pospolita
aaronowe	aaronowy	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
aaronowe	aaronowy	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
Aasen	Aasen	subst:sg:nom:m1	
Aasena	Aasen	subst:sg:acc:m1	
Aasena	Aasen	subst:sg:gen:m1	
Aasenach	Aasen	subst:pl:loc:m1	
Aasenami	Aasen	subst:pl:inst:m1	
Aasenem	Aasen	subst:sg:inst:m1	
Aasenie	Aasen	subst:sg:loc:m1	
Aasenie	Aasen	subst:sg:voc:m1	
Aasenom	Aasen	subst:pl:dat:m1	
Aasenowi	Aasen	subst:sg:dat:m1	
Aasenowie	Aasen	subst:pl:nom:m1	
Aasenowie	Aasen	subst:pl:voc:m1	
Aasenów	Aasen	subst:pl:acc:m1	
Aasenów	Aasen	subst:pl:gen:m1	
Aaseny	Aasen	depr:pl:nom:m2	
Aaseny	Aasen	depr:pl:voc:m2	
Abacja	Abacja	subst:sg:nom:f	geograficzna
Abacją	Abacja	subst:sg:inst:f	geograficzna
Abację	Abacja	subst:sg:acc:f	geograficzna
Abacji	Abacja	subst:sg:dat:f	geograficzna
Abacji	Abacja	subst:sg:gen:f	geograficzna
Abacji	Abacja	subst:sg:loc:f	geograficzna
Abacjo	Abacja	subst:sg:voc:f	geograficzna
Abadan	Abadan	subst:sg:acc:m3	geograficzna
Abadan	Abadan	subst:sg:nom:m3	geograficzna
Abadanem	Abadan	subst:sg:inst:m3	geograficzna
Abadanie	Abadan	subst:sg:loc:m3	geograficzna
Abadanie	Abadan	subst:sg:voc:m3	geograficzna
Abadanowi	Abadan	subst:sg:dat:m3	geograficzna
Abadanu	Abadan	subst:sg:gen:m3	geograficzna
abadance	abadanka	subst:sg:dat:f	pospolita
abadance	abadanka	subst:sg:loc:f	pospolita
abadanek	abadanka	subst:pl:gen:f	pospolita
abadanka	abadanka	subst:sg:nom:f	pospolita
abadankach	abadanka	subst:pl:loc:f	pospolita
abadankami	abadanka	subst:pl:inst:f	pospolita
abadanką	abadanka	subst:sg:inst:f	pospolita
abadankę	abadanka	subst:sg:acc:f	pospolita
abadanki	abadanka	subst:pl:acc:f	pospolita
abadanki	abadanka	subst:pl:nom:f	pospolita
abadanki	abadanka	subst:pl:voc:f	pospolita
abadanki	abadanka	subst:sg:gen:f	pospolita
abadanko	abadanka	subst:sg:voc:f	pospolita
abadankom	abadanka	subst:pl:dat:f	pospolita
abadańczycy	abadańczyk	subst:pl:nom:m1	pospolita
abadańczycy	abadańczyk	subst:pl:voc:m1	pospolita
abadańczyk	abadańczyk	subst:sg:nom:m1	pospolita
abadańczyka	abadańczyk	subst:sg:acc:m1	pospolita
abadańczyka	abadańczyk	subst:sg:gen:m1	pospolita
abadańczykach	abadańczyk	subst:pl:loc:m1	pospolita
abadańczykami	abadańczyk	subst:pl:inst:m1	pospolita
abadańczyki	abadańczyk	depr:pl:nom:m2	pospolita
abadańczyki	abadańczyk	depr:pl:voc:m2	pospolita
abadańczykiem	abadańczyk	subst:sg:inst:m1	pospolita
abadańczykom	abadańczyk	subst:pl:dat:m1	pospolita
abadańczykowi	abadańczyk	subst:sg:dat:m1	pospolita
abadańczyków	abadańczyk	subst:pl:acc:m1	pospolita
abadańczyków	abadańczyk	subst:pl:gen:m1	pospolita
abadańczyku	abadańczyk	subst:sg:loc:m1	pospolita
abadańczyku	abadańczyk	subst:sg:voc:m1	pospolita
abadańscy	abadański	adj:pl:nom.voc:m1.p1:pos	pospolita
abadańska	abadański	adj:sg:nom.voc:f:pos	pospolita
abadańską	abadański	adj:sg:acc:f:pos	pospolita
abadańską	abadański	adj:sg:inst:f:pos	pospolita
abadański	abadański	adj:sg:acc:m3:pos	pospolita
abadański	abadański	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
abadańskich	abadański	adj:pl:acc:m1.p1:pos	pospolita
abadańskich	abadański	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abadańskich	abadański	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abadańskie	abadański	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
abadańskie	abadański	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
abadańskie	abadański	adj:sg:acc:n1.n2:pos	pospolita
abadańskie	abadański	adj:sg:nom.voc:n1.n2:pos	pospolita
abadańskiego	abadański	adj:sg:acc:m1.m2:pos	pospolita
abadańskiego	abadański	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
abadańskiej	abadański	adj:sg:dat:f:pos	pospolita
abadańskiej	abadański	adj:sg:gen:f:pos	pospolita
abadańskiej	abadański	adj:sg:loc:f:pos	pospolita
abadańskiemu	abadański	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
abadańskim	abadański	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abadańskim	abadański	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
abadańskim	abadański	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
abadańskimi	abadański	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abadańsko	abadański	adja	pospolita
abadańsku	abadański	adjp	pospolita
Abaddon	Abaddon	subst:sg:nom:m1	imię
Abaddona	Abaddon	subst:sg:acc:m1	imię
Abaddona	Abaddon	subst:sg:gen:m1	imię
Abaddonem	Abaddon	subst:sg:inst:m1	imię
Abaddonie	Abaddon	subst:sg:loc:m1	imię
Abaddonie	Abaddon	subst:sg:voc:m1	imię
Abaddonowi	Abaddon	subst:sg:dat:m1	imię
abak	abak	subst:sg:acc:m3	pospolita
abak	abak	subst:sg:nom:m3	pospolita
abaka	abak	subst:sg:gen:m3	pospolita
abakach	abak	subst:pl:loc:m3	pospolita
abakami	abak	subst:pl:inst:m3	pospolita
abaki	abak	subst:pl:acc:m3	pospolita
abaki	abak	subst:pl:nom:m3	pospolita
abaki	abak	subst:pl:voc:m3	pospolita
abakiem	abak	subst:sg:inst:m3	pospolita
abakom	abak	subst:pl:dat:m3	pospolita
abakowi	abak	subst:sg:dat:m3	pospolita
abaków	abak	subst:pl:gen:m3	pospolita
abaku	abak	subst:sg:loc:m3	pospolita
abaku	abak	subst:sg:voc:m3	pospolita
abaka	abaka	subst:sg:nom:f	pospolita
abakach	abaka	subst:pl:loc:f	pospolita
abakami	abaka	subst:pl:inst:f	pospolita
abaką	abaka	subst:sg:inst:f	pospolita
abakę	abaka	subst:sg:acc:f	pospolita
abaki	abaka	subst:pl:acc:f	pospolita
abaki	abaka	subst:pl:nom:f	pospolita
abaki	abaka	subst:pl:voc:f	pospolita
abaki	abaka	subst:sg:gen:f	pospolita
abako	abaka	subst:sg:voc:f	pospolita
abakom	abaka	subst:pl:dat:f	pospolita
abace	abaka	subst:sg:dat:f	pospolita
abace	abaka	subst:sg:loc:f	pospolita
abak	abaka	subst:pl:gen:f	pospolita
abakan	abakan	subst:sg:acc:m3	pospolita
abakan	abakan	subst:sg:nom:m3	pospolita
abakanach	abakan	subst:pl:loc:m3	pospolita
abakanami	abakan	subst:pl:inst:m3	pospolita
abakanem	abakan	subst:sg:inst:m3	pospolita
abakanie	abakan	subst:sg:loc:m3	pospolita
abakanie	abakan	subst:sg:voc:m3	pospolita
abakanom	abakan	subst:pl:dat:m3	pospolita
abakanowi	abakan	subst:sg:dat:m3	pospolita
abakanów	abakan	subst:pl:gen:m3	pospolita
abakanu	abakan	subst:sg:gen:m3	pospolita
abakany	abakan	subst:pl:acc:m3	pospolita
abakany	abakan	subst:pl:nom:m3	pospolita
abakany	abakan	subst:pl:voc:m3	pospolita
Abakan	Abakan	subst:sg:acc:m3	geograficzna
Abakan	Abakan	subst:sg:nom:m3	geograficzna
Abakanem	Abakan	subst:sg:inst:m3	geograficzna
Abakanie	Abakan	subst:sg:loc:m3	geograficzna
Abakanie	Abakan	subst:sg:voc:m3	geograficzna
Abakanowi	Abakan	subst:sg:dat:m3	geograficzna
Abakanu	Abakan	subst:sg:gen:m3	geograficzna
abakance	abakanka	subst:sg:dat:f	pospolita
abakance	abakanka	subst:sg:loc:f	pospolita
abakanek	abakanka	subst:pl:gen:f	pospolita
abakanka	abakanka	subst:sg:nom:f	pospolita
abakankach	abakanka	subst:pl:loc:f	pospolita
abakankami	abakanka	subst:pl:inst:f	pospolita
abakanką	abakanka	subst:sg:inst:f	pospolita
abakankę	abakanka	subst:sg:acc:f	pospolita
abakanki	abakanka	subst:pl:acc:f	pospolita
abakanki	abakanka	subst:pl:nom:f	pospolita
abakanki	abakanka	subst:pl:voc:f	pospolita
abakanki	abakanka	subst:sg:gen:f	pospolita
abakanko	abakanka	subst:sg:voc:f	pospolita
abakankom	abakanka	subst:pl:dat:f	pospolita
Abakanowicz	Abakanowicz	subst:sg:nom:m1	nazwisko
Abakanowicza	Abakanowicz	subst:sg:acc:m1	nazwisko
Abakanowicza	Abakanowicz	subst:sg:gen:m1	nazwisko
Abakanowiczach	Abakanowicz	subst:pl:loc:m1	nazwisko
Abakanowiczami	Abakanowicz	subst:pl:inst:m1	nazwisko
Abakanowicze	Abakanowicz	depr:pl:nom:m2	nazwisko
Abakanowicze	Abakanowicz	depr:pl:voc:m2	nazwisko
Abakanowicze	Abakanowicz	subst:pl:nom:m1	nazwisko
Abakanowicze	Abakanowicz	subst:pl:voc:m1	nazwisko
Abakanowiczem	Abakanowicz	subst:sg:inst:m1	nazwisko
Abakanowiczom	Abakanowicz	subst:pl:dat:m1	nazwisko
Abakanowiczowi	Abakanowicz	subst:sg:dat:m1	nazwisko
Abakanowiczowie	Abakanowicz	subst:pl:nom:m1	nazwisko
Abakanowiczowie	Abakanowicz	subst:pl:voc:m1	nazwisko
Abakanowiczów	Abakanowicz	subst:pl:acc:m1	nazwisko
Abakanowiczów	Abakanowicz	subst:pl:gen:m1	nazwisko
Abakanowiczu	Abakanowicz	subst:sg:loc:m1	nazwisko
Abakanowiczu	Abakanowicz	subst:sg:voc:m1	nazwisko
abakańczycy	abakańczyk	subst:pl:nom:m1	pospolita
abakańczycy	abakańczyk	subst:pl:voc:m1	pospolita
abakańczyk	abakańczyk	subst:sg:nom:m1	pospolita
abakańczyka	abakańczyk	subst:sg:acc:m1	pospolita
abakańczyka	abakańczyk	subst:sg:gen:m1	pospolita
abakańczykach	abakańczyk	subst:pl:loc:m1	pospolita
abakańczykami	abakańczyk	subst:pl:inst:m1	pospolita
abakańczyki	abakańczyk	depr:pl:nom:m2	pospolita
abakańczyki	abakańczyk	depr:pl:voc:m2	pospolita
abakańczykiem	abakańczyk	subst:sg:inst:m1	pospolita
abakańczykom	abakańczyk	subst:pl:dat:m1	pospolita
abakańczykowi	abakańczyk	subst:sg:dat:m1	pospolita
abakańczyków	abakańczyk	subst:pl:acc:m1	pospolita
abakańczyków	abakańczyk	subst:pl:gen:m1	pospolita
abakańczyku	abakańczyk	subst:sg:loc:m1	pospolita
abakańczyku	abakańczyk	subst:sg:voc:m1	pospolita
abakańscy	abakański	adj:pl:nom.voc:m1.p1:pos	pospolita
abakańska	abakański	adj:sg:nom.voc:f:pos	pospolita
abakańską	abakański	adj:sg:acc:f:pos	pospolita
abakańską	abakański	adj:sg:inst:f:pos	pospolita
abakański	abakański	adj:sg:acc:m3:pos	pospolita
abakański	abakański	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
abakańskich	abakański	adj:pl:acc:m1.p1:pos	pospolita
abakańskich	abakański	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abakańskich	abakański	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abakańskie	abakański	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
abakańskie	abakański	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
abakańskie	abakański	adj:sg:acc:n1.n2:pos	pospolita
abakańskie	abakański	adj:sg:nom.voc:n1.n2:pos	pospolita
abakańskiego	abakański	adj:sg:acc:m1.m2:pos	pospolita
abakańskiego	abakański	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
abakańskiej	abakański	adj:sg:dat:f:pos	pospolita
abakańskiej	abakański	adj:sg:gen:f:pos	pospolita
abakańskiej	abakański	adj:sg:loc:f:pos	pospolita
abakańskiemu	abakański	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
abakańskim	abakański	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abakańskim	abakański	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
abakańskim	abakański	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
abakańskimi	abakański	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abakańsko	abakański	adja	pospolita
abakańsku	abakański	adjp	pospolita
abakańsko	abakańsko	adv:pos	pospolita
abakańskości	abakańskość	subst:pl:acc:f	pospolita
abakańskości	abakańskość	subst:pl:gen:f	pospolita
abakańskości	abakańskość	subst:pl:nom:f	pospolita
abakańskości	abakańskość	subst:pl:voc:f	pospolita
abakańskości	abakańskość	subst:sg:dat:f	pospolita
abakańskości	abakańskość	subst:sg:gen:f	pospolita
abakańskości	abakańskość	subst:sg:loc:f	pospolita
abakańskości	abakańskość	subst:sg:voc:f	pospolita
abakańskościach	abakańskość	subst:pl:loc:f	pospolita
abakańskościami	abakańskość	subst:pl:inst:f	pospolita
abakańskością	abakańskość	subst:sg:inst:f	pospolita
abakańskościom	abakańskość	subst:pl:dat:f	pospolita
abakańskość	abakańskość	subst:sg:acc:f	pospolita
abakańskość	abakańskość	subst:sg:nom:f	pospolita
abakus	abakus	subst:sg:acc:m3	pospolita
abakus	abakus	subst:sg:nom:m3	pospolita
abakusa	abakus	subst:sg:gen:m3	pospolita
abakusach	abakus	subst:pl:loc:m3	pospolita
abakusami	abakus	subst:pl:inst:m3	pospolita
abakusem	abakus	subst:sg:inst:m3	pospolita
abakusie	abakus	subst:sg:loc:m3	pospolita
abakusie	abakus	subst:sg:voc:m3	pospolita
abakusom	abakus	subst:pl:dat:m3	pospolita
abakusowi	abakus	subst:sg:dat:m3	pospolita
abakusów	abakus	subst:pl:gen:m3	pospolita
abakusy	abakus	subst:pl:acc:m3	pospolita
abakusy	abakus	subst:pl:nom:m3	pospolita
abakusy	abakus	subst:pl:voc:m3	pospolita
Abana	Abana	subst:sg:nom:f	geograficzna
Abaną	Abana	subst:sg:inst:f	geograficzna
Abanę	Abana	subst:sg:acc:f	geograficzna
Abanie	Abana	subst:sg:dat:f	geograficzna
Abanie	Abana	subst:sg:loc:f	geograficzna
Abano	Abana	subst:sg:voc:f	geograficzna
Abany	Abana	subst:sg:gen:f	geograficzna
abandon	abandon	subst:sg:acc:m3	pospolita
abandon	abandon	subst:sg:nom:m3	pospolita
abandonach	abandon	subst:pl:loc:m3	pospolita
abandonami	abandon	subst:pl:inst:m3	pospolita
abandonem	abandon	subst:sg:inst:m3	pospolita
abandonie	abandon	subst:sg:loc:m3	pospolita
abandonie	abandon	subst:sg:voc:m3	pospolita
abandonom	abandon	subst:pl:dat:m3	pospolita
abandonowi	abandon	subst:sg:dat:m3	pospolita
abandonów	abandon	subst:pl:gen:m3	pospolita
abandonu	abandon	subst:sg:gen:m3	pospolita
abandony	abandon	subst:pl:acc:m3	pospolita
abandony	abandon	subst:pl:nom:m3	pospolita
abandony	abandon	subst:pl:voc:m3	pospolita
Abaris	Abaris	subst:sg:nom:m1	imię
Abarisa	Abaris	subst:sg:acc:m1	imię
Abarisa	Abaris	subst:sg:gen:m1	imię
Abarisem	Abaris	subst:sg:inst:m1	imię
Abarisie	Abaris	subst:sg:loc:m1	imię
Abarisie	Abaris	subst:sg:voc:m1	imię
Abarisowi	Abaris	subst:sg:dat:m1	imię
abaci	abat	subst:pl:nom:m1	pospolita
abaci	abat	subst:pl:voc:m1	pospolita
abacie	abat	subst:sg:loc:m1	pospolita
abacie	abat	subst:sg:voc:m1	pospolita
abat	abat	subst:sg:nom:m1	pospolita
abata	abat	subst:sg:acc:m1	pospolita
abata	abat	subst:sg:gen:m1	pospolita
abatach	abat	subst:pl:loc:m1	pospolita
abatami	abat	subst:pl:inst:m1	pospolita
abatem	abat	subst:sg:inst:m1	pospolita
abatom	abat	subst:pl:dat:m1	pospolita
abatowi	abat	subst:sg:dat:m1	pospolita
abatowie	abat	subst:pl:nom:m1	pospolita
abatowie	abat	subst:pl:voc:m1	pospolita
abatów	abat	subst:pl:acc:m1	pospolita
abatów	abat	subst:pl:gen:m1	pospolita
abaty	abat	depr:pl:nom:m2	pospolita
abaty	abat	depr:pl:voc:m2	pospolita
abatys	abatysa	subst:pl:gen:f	pospolita
abatysa	abatysa	subst:sg:nom:f	pospolita
abatysach	abatysa	subst:pl:loc:f	pospolita
abatysami	abatysa	subst:pl:inst:f	pospolita
abatysą	abatysa	subst:sg:inst:f	pospolita
abatysę	abatysa	subst:sg:acc:f	pospolita
abatysie	abatysa	subst:sg:dat:f	pospolita
abatysie	abatysa	subst:sg:loc:f	pospolita
abatyso	abatysa	subst:sg:voc:f	pospolita
abatysom	abatysa	subst:pl:dat:f	pospolita
abatysy	abatysa	subst:pl:acc:f	pospolita
abatysy	abatysa	subst:pl:nom:f	pospolita
abatysy	abatysa	subst:pl:voc:f	pospolita
abatysy	abatysa	subst:sg:gen:f	pospolita
Abaúj	Abaúj	subst:sg:acc:m3	geograficzna
Abaúj	Abaúj	subst:sg:nom:m3	geograficzna
Abaújach	Abaúj	subst:pl:loc:m3	geograficzna
Abaújami	Abaúj	subst:pl:inst:m3	geograficzna
Abaúje	Abaúj	subst:pl:acc:m3	geograficzna
Abaúje	Abaúj	subst:pl:nom:m3	geograficzna
Abaúje	Abaúj	subst:pl:voc:m3	geograficzna
Abaújem	Abaúj	subst:sg:inst:m3	geograficzna
Abaújom	Abaúj	subst:pl:dat:m3	geograficzna
Abaújowi	Abaúj	subst:sg:dat:m3	geograficzna
Abaújów	Abaúj	subst:pl:gen:m3	geograficzna
Abaúju	Abaúj	subst:sg:gen:m3	geograficzna
Abaúju	Abaúj	subst:sg:loc:m3	geograficzna
Abaúju	Abaúj	subst:sg:voc:m3	geograficzna
abazja	abazja	subst:sg:nom:f	pospolita
abazjach	abazja	subst:pl:loc:f	pospolita
abazjami	abazja	subst:pl:inst:f	pospolita
abazją	abazja	subst:sg:inst:f	pospolita
abazje	abazja	subst:pl:acc:f	pospolita
abazje	abazja	subst:pl:nom:f	pospolita
abazje	abazja	subst:pl:voc:f	pospolita
abazję	abazja	subst:sg:acc:f	pospolita
abazji	abazja	subst:pl:gen:f	pospolita
abazji	abazja	subst:sg:dat:f	pospolita
abazji	abazja	subst:sg:gen:f	pospolita
abazji	abazja	subst:sg:loc:f	pospolita
abazjo	abazja	subst:sg:voc:f	pospolita
abazjom	abazja	subst:pl:dat:f	pospolita
abazyj	abazja	subst:pl:gen:f	pospolita
abażur	abażur	subst:sg:acc:m3	pospolita
abażur	abażur	subst:sg:nom:m3	pospolita
abażura	abażur	subst:sg:gen:m3	pospolita
abażurach	abażur	subst:pl:loc:m3	pospolita
abażurami	abażur	subst:pl:inst:m3	pospolita
abażurem	abażur	subst:sg:inst:m3	pospolita
abażurom	abażur	subst:pl:dat:m3	pospolita
abażurowi	abażur	subst:sg:dat:m3	pospolita
abażurów	abażur	subst:pl:gen:m3	pospolita
abażuru	abażur	subst:sg:gen:m3	pospolita
abażury	abażur	subst:pl:acc:m3	pospolita
abażury	abażur	subst:pl:nom:m3	pospolita
abażury	abażur	subst:pl:voc:m3	pospolita
abażurze	abażur	subst:sg:loc:m3	pospolita
abażurze	abażur	subst:sg:voc:m3	pospolita
abażurek	abażurek	subst:sg:acc:m3	pospolita
abażurek	abażurek	subst:sg:nom:m3	pospolita
abażurka	abażurek	subst:sg:gen:m3	pospolita
abażurkach	abażurek	subst:pl:loc:m3	pospolita
abażurkami	abażurek	subst:pl:inst:m3	pospolita
abażurki	abażurek	subst:pl:acc:m3	pospolita
abażurki	abażurek	subst:pl:nom:m3	pospolita
abażurki	abażurek	subst:pl:voc:m3	pospolita
